temp_min,temp_max,rain,wind_gust,wind_speed,humidity,pressure,clouds,CloudBurstToday,CloudBurstTomorrow
7.8,16.4,10.8,43,22,91,1017.2,NA,1,0
NA,13.9,NA,65,28,71,1017.5,NA,NA,0
8.6,14,0.8,35,13,64,1029.6,NA,0,0
3.4,18.4,0,30,7,62,1031.3,NA,0,0
9.4,16.2,1.4,28,9,90,1022,NA,1,0
9.8,15.3,1.6,30,15,59,1022.7,NA,1,0
8.4,13.8,0,28,13,76,1027,NA,0,0
9.3,16.4,0.6,35,22,76,1025.8,NA,0,0
12.8,18.9,1.2,39,22,85,1022.1,NA,1,0
13.4,20,0,28,9,84,1017.6,NA,0,0
13.8,18.6,0,26,13,92,1013.8,NA,0,0
9.3,16.1,2.4,48,24,73,1021.5,NA,1,0
10.7,16,0.8,33,17,80,1023.9,NA,0,0
10.5,17,0.2,24,11,77,1025.2,NA,0,0
7.3,18.2,0.2,28,13,73,1027.5,NA,0,0
7.2,20.5,0,31,17,70,1028.4,NA,0,0
9.5,29,0,30,9,52,1020.6,NA,0,0
12.4,20.6,0,33,11,99,1014,NA,0,0
12.7,17.8,0.8,46,19,67,1019,NA,0,0
7.3,15.8,0,26,15,76,1024.2,NA,0,0
7.4,18.3,0,35,19,64,1022,NA,0,0
11.3,16.4,0,33,20,78,1020.3,NA,0,0
13,15.5,0,46,30,76,1022.9,NA,0,0
13.2,18.3,0,48,20,73,1027.6,NA,0,0
13,27.5,0,41,13,72,1023.7,NA,0,0
17.4,21.2,9.6,28,15,88,1012.3,NA,1,0
11.6,18.4,11.4,35,20,75,1018.8,NA,1,0
7.5,19.2,0.2,24,13,67,1019.1,NA,0,0
8.2,16.3,1.2,50,26,65,1030.1,NA,1,0
10.2,16.6,0,43,24,65,1029.5,NA,0,0
6.9,18.2,0,43,30,66,1027.7,NA,0,0
10.1,25.2,0,39,15,75,1023.8,NA,0,0
14.8,21.1,1.4,31,9,96,1010.7,NA,1,0
13.1,20.2,0.4,46,24,70,1018.2,NA,0,0
8.6,21.1,0,39,20,67,1021.9,NA,0,0
13.5,24.9,0,33,11,76,1010.1,NA,0,0
16.7,25,18.6,54,15,95,1010.8,NA,1,0
14.7,21,0.2,56,24,70,1011.4,NA,0,0
11.6,21.8,0,30,13,75,1015.5,NA,0,0
11.6,16.6,7.2,35,9,62,1020.8,NA,1,0
5.9,20,3,30,17,69,1024.9,NA,1,0
9.1,24.4,0,30,15,67,1024,NA,0,0
10.7,16.4,1.8,48,20,64,1018.7,NA,1,0
11.5,16.5,0,26,13,68,1022.5,NA,0,0
11.2,21.2,0,35,20,65,1022.7,NA,0,0
9.1,20.8,0,33,19,66,1014.2,NA,0,0
12.2,20.6,0,26,13,71,1016.2,NA,0,0
12.8,21.2,0,48,22,69,1012.3,NA,0,0
10.1,19.4,0,41,20,55,1020.6,NA,0,0
10.8,19.9,0,31,15,65,1024.6,NA,0,0
10.5,21.6,0,35,17,65,1023.8,NA,0,0
11.3,21.9,0,37,15,69,1018.5,NA,0,0
12.7,19.8,1.8,48,28,68,1022.7,NA,1,0
8.7,18.7,0,31,19,60,1024.2,NA,0,0
11.5,19.5,0.8,39,20,61,1023.1,NA,0,0
11.7,19.3,0,31,15,61,1026.3,NA,0,0
8.5,23,0,31,17,56,1024.8,NA,0,0
11,30.9,0,30,17,60,1019.4,NA,0,0
13.5,33.6,0,31,15,40,1012.2,NA,0,0
14.2,22.7,0,33,15,77,1010.6,NA,0,0
13.4,20.4,0.2,33,19,69,1015,NA,0,0
12.3,19.2,0,37,20,65,1019.8,NA,0,0
10.1,20.1,0,35,15,56,1026.5,NA,0,0
11.2,24.4,0,41,22,65,1024.3,NA,0,0
11.3,25.1,0,39,26,62,1016.8,NA,0,0
16.8,21.8,0,33,22,79,1016.3,NA,0,0
15,21.5,0,37,19,66,1015.2,NA,0,0
12.4,22,0,39,22,62,1011,NA,0,0
13.2,21.3,0,43,24,65,1012.2,NA,0,0
10.8,21.7,0,30,17,57,1020.7,NA,0,0
9.5,22.4,0,31,15,63,1019.5,NA,0,0
12.4,23.6,0,31,17,72,1016,NA,0,0
15.9,23.5,0,30,20,66,1019.5,NA,0,0
13.2,27.8,0,35,15,59,1016.4,NA,0,0
14.5,19.9,1.2,67,26,84,1011.1,NA,1,0
13.1,20.7,0,31,19,54,1019.1,NA,0,0
10.5,21.8,0,35,19,76,1019.8,NA,0,0
9.9,23.9,0,35,24,58,1023.6,NA,0,0
10.6,24,0,39,24,71,1017.2,NA,0,0
15.3,20.9,0,43,26,72,1016.6,NA,0,0
11.9,24.7,0,54,31,61,1014.7,NA,0,0
16.3,35.4,0,54,24,65,1003.1,NA,0,0
16,23,0.6,30,17,93,1011.1,NA,0,0
10.4,23.8,0.2,37,17,60,1014.7,NA,0,0
13.3,29.5,0,50,30,55,1007.1,NA,0,0
14.6,22.8,0,39,19,61,1012.9,NA,0,0
11.5,21.7,0.2,48,22,82,1014.6,NA,0,0
12.6,21.4,0,39,19,60,1020.8,NA,0,0
8.7,26.4,0,37,15,54,1018.3,NA,0,0
14.7,24,0,31,15,73,1016.3,NA,0,0
16,21.9,0,41,20,61,1020.4,NA,0,0
10.8,25,0,39,24,55,1023.7,NA,0,0
13.1,35,0,35,20,51,1018.1,NA,0,0
19.8,35.7,0,37,20,24,1010.6,NA,0,0
14.9,22.2,2,33,19,66,1018.5,NA,1,0
13.1,22.7,0,28,17,67,1018.1,NA,0,0
15.6,24,0,41,20,68,1015.1,NA,0,0
17.4,23.9,0,44,28,74,1010.8,NA,0,0
17.3,20.4,0,41,22,78,1012.5,NA,0,0
16.5,21.9,0,41,22,61,1017.2,NA,0,0
16.5,22.8,0,41,24,66,1018.6,NA,0,0
14.1,23.9,0,46,26,59,1019.5,NA,0,0
11.8,27.8,0,39,15,62,1015.4,NA,0,0
15.7,23.5,0,44,26,61,1014.2,NA,0,0
13,22.1,0.2,41,24,58,1021.2,NA,0,0
14.8,NA,3,NA,19,93,1012.8,NA,1,0
NA,20.8,0,39,17,53,1019.8,NA,0,0
11,21.4,0,43,24,54,1021.7,NA,0,0
14,27.6,0,35,13,56,1011.2,NA,0,0
15.2,23.7,1.6,30,17,89,1015.8,NA,1,0
14.8,28.8,0.2,35,20,67,1016.8,NA,0,0
16.3,29,0,30,17,71,1014,NA,0,0
18,26.9,0,26,17,85,1015.4,NA,0,0
18.7,23.9,0,28,17,85,1017.3,NA,0,0
18,24.1,0,31,13,79,1017.6,NA,0,0
16.4,24.4,0,37,20,63,1016,NA,0,0
12.3,27.9,0,31,17,62,1012.5,NA,0,0
15.8,26.3,0,35,19,54,1010.7,NA,0,0
17.7,22.9,0,44,24,72,1018.3,NA,0,0
16.9,22.9,0,35,26,92,1018.8,NA,0,0
17.7,26.2,0,31,17,87,1015.8,NA,0,0
13.9,23.8,1.4,28,13,97,1020.1,NA,1,0
16,24.9,0,37,20,67,1022.3,NA,0,0
14.1,25.7,0,43,22,68,1021.6,NA,0,0
15.4,29.2,0,35,17,68,1019.3,NA,0,0
14.9,28.3,0,41,26,75,1017.1,NA,0,0
19.1,26.3,0,56,31,73,1019.6,NA,0,0
18.2,30.6,0,52,22,60,1021.1,NA,0,0
16.2,32.8,0,56,19,56,1020.2,NA,0,0
16.3,34.3,0,41,13,62,1017.2,NA,0,0
19.2,25.9,0,35,22,80,1014.8,NA,0,0
15.7,23,0,31,17,63,1017.8,NA,0,0
16.8,21.1,0,54,26,73,1018.2,NA,0,0
13.7,20.3,0.2,39,17,53,1024.9,NA,0,0
14,23.3,0,26,13,74,1026.4,NA,0,0
14.5,25.2,0,37,19,67,1024.6,NA,0,0
13.1,22.9,0.6,44,30,96,1025.2,NA,0,0
13.3,25,0,44,24,65,1026.9,NA,0,0
13.7,29.6,0,41,7,66,1024.9,NA,0,0
16.4,33.8,0,41,20,50,1021.9,NA,0,0
20.8,38.5,0,43,15,34,1018.1,NA,0,0
17,23.7,2,39,19,98,1012.3,NA,1,0
14.3,20.9,0,35,17,58,1019.9,NA,0,0
8.3,23.9,0,28,13,65,1024.3,NA,0,0
11.6,24.2,0,37,20,75,1020.2,NA,0,0
11.3,23.5,1.2,33,22,97,1019,NA,1,0
14.5,25,0,41,30,70,1023.1,NA,0,0
19.6,32.6,4,57,19,63,1013.5,NA,1,0
18.8,26.3,0.4,41,19,78,1013.9,NA,0,0
15.6,22.5,0.4,35,13,86,1019.8,NA,0,0
15.2,19.9,0,39,19,81,1019.2,NA,0,0
11.9,21.9,2.2,26,13,73,1020.7,NA,1,0
11.1,22.9,0,33,19,70,1024.1,NA,0,0
13.6,17.7,2.2,44,26,68,1021.7,NA,1,0
15.7,23.7,1.6,43,17,90,1011.8,NA,1,0
10.6,22.2,1.4,28,13,87,1010.2,NA,1,0
13.3,21.7,0,22,7,95,1007.6,NA,0,0
14.1,21.9,0.6,28,13,92,1015.4,NA,0,0
11.6,23.8,0,35,11,94,1018.6,NA,0,0
12.9,19.6,1,33,20,84,1019.4,NA,0,0
12.9,19.8,0.6,37,11,74,1022.4,NA,0,0
12.4,16.8,2,37,13,87,1006.2,NA,1,0
10,22.7,0.4,30,13,77,1009.5,NA,0,0
15.1,22.4,2,44,26,85,1008.4,NA,1,0
13.5,21.9,0,28,15,91,1014.2,NA,0,0
13.5,21.1,0,28,13,80,1020.6,NA,0,0
12.5,25.6,0,37,19,83,1018.9,NA,0,0
12.8,25.4,0,20,9,80,1013,NA,0,0
11.3,18.5,2,28,13,82,1020.5,NA,1,0
11.3,18.2,0.4,41,24,64,1019.3,NA,0,0
7.5,19.1,0,31,11,85,1024.3,NA,0,0
14.2,18.9,4.6,30,13,66,1025.8,NA,1,0
7.2,20.7,0,22,9,88,1029.7,NA,0,0
7.5,19.9,0,24,9,99,1025.5,NA,0,0
9.2,24.9,0.2,26,11,99,1018.9,NA,0,0
13,18.7,7.2,33,11,69,1027.1,NA,1,0
11.8,18.2,1.4,41,22,60,1020.8,NA,1,0
12.7,18.1,0,26,11,66,1028.6,NA,0,0
6.6,19.4,0,20,11,92,1027.8,NA,0,0
7.4,20.6,0,28,13,99,1024.4,NA,0,0
10.8,22.1,0.8,17,7,99,1024.2,NA,0,0
10.2,14.4,1.8,30,11,68,1024.1,NA,1,0
9.8,18.7,0.2,31,11,69,1024.5,NA,0,0
11.4,15.5,1.8,39,17,66,1020.1,NA,1,0
10.5,16.7,0,28,13,75,1019.6,NA,0,0
11.3,20.1,1.4,20,6,99,1019.1,NA,1,0
11.4,19.5,0.2,30,9,80,1012.9,NA,0,0
10.9,19.6,0,26,11,99,1012.7,NA,0,0
9.2,21.1,0.2,28,13,99,1017.8,NA,0,0
12.6,25.8,0,35,19,56,1011.7,NA,0,0
11.4,16.1,1.4,35,9,71,1017,NA,1,0
11.4,19.6,0,35,13,76,1018.7,NA,0,0
11.2,17.8,7.6,24,9,81,1020.2,NA,1,0
10.5,19.4,0.2,37,15,71,1021.8,NA,0,0
7.1,17.8,8.8,22,9,99,1021.6,NA,1,0
11.5,16.1,2.2,35,15,98,1027.3,NA,1,0
11.4,19.5,0,26,7,90,1026.2,NA,0,0
4.6,14.7,2,37,17,74,1028,NA,1,0
11.1,14.9,2.6,31,7,86,1031.9,NA,1,0
9.6,14.5,0.2,24,13,92,1034.7,NA,0,0
9.1,15,7.6,20,6,80,1028.2,NA,1,0
4.9,15.8,0,31,19,91,1025.8,NA,0,0
8.8,15.3,0,28,9,63,1023.6,NA,0,0
8.6,17.7,0,48,15,68,1017.4,NA,0,0
10.4,18.1,2.2,43,24,81,1019.6,NA,1,0
7.8,15.3,4,24,4,99,1030.7,NA,1,0
6,16.1,0.6,17,7,98,1031.9,NA,0,0
6.7,17.4,0.2,26,6,79,1030.2,NA,0,0
7.3,18.3,0,28,7,63,1030.1,NA,0,0
7.9,19.1,0,19,11,71,1032.6,NA,0,0
7.5,17.2,0,30,11,73,1027.3,NA,0,0
10.4,14.1,11.2,46,20,70,1013.9,NA,1,0
7.7,18.9,1.8,28,9,89,1033.9,NA,1,0
9.1,20.7,0,43,20,62,1029.4,NA,0,0
8.9,16.5,0.4,28,17,99,1029.4,NA,0,0
10,20.6,0.2,31,9,88,1025.7,NA,0,0
8.2,14.7,2.6,22,9,85,1024,NA,1,0
10.9,13.9,3.6,37,13,65,1027.7,NA,1,0
4.9,15,0,22,7,85,1030.2,NA,0,0
6.2,17.4,0,39,19,70,1023.7,NA,0,0
10.2,13.9,3.2,30,17,73,1020.1,NA,1,0
7.8,17.5,0.6,24,9,90,1024.2,NA,0,0
9.9,18.2,0,31,13,80,1018.5,NA,0,0
6.5,12.2,17.2,52,17,78,1012.8,NA,1,0
7.7,13.3,6.6,39,9,71,1028.3,NA,1,0
10.6,14,1.8,24,15,76,1029.6,NA,1,0
9.2,16.2,0,28,6,70,1026.3,NA,0,0
8.3,20.3,0,39,15,73,1017.6,NA,0,0
7.9,16.7,3.4,37,19,95,1014,NA,1,0
10.1,17,8.8,28,15,67,1022.3,NA,1,0
8.1,17.5,1.4,37,24,73,1018.2,NA,1,0
6,14,23.2,80,35,89,1009.6,NA,1,0
7.5,14,0,39,13,77,1020.4,NA,0,0
8.3,14.5,0,35,15,79,1020.8,NA,0,0
10.4,16.4,0,54,39,69,1014.2,NA,0,0
8.3,13.5,0,54,9,62,1018.9,NA,0,0
7.5,14.1,0,22,9,81,1029.4,NA,0,0
4,NA,0,NA,11,90,1028.3,NA,0,0
NA,16.3,0,35,20,89,1028,NA,0,0
7.9,15.5,0,44,26,79,1031.3,NA,0,0
7.2,18,0.2,39,19,70,1035.1,NA,0,0
6.4,15.4,0,31,13,64,1036.1,NA,0,0
6.7,18.6,0,35,19,71,1036,NA,0,0
7.4,21.3,0,35,15,69,1033.6,NA,0,0
9.1,22.7,0,41,7,59,1030,NA,0,0
8.9,22.5,0,33,9,67,1030.2,NA,0,0
10.7,25.8,0,41,17,43,1025.2,NA,0,0
13.5,20,0,52,15,79,1019.6,NA,0,0
6.9,19.9,0.2,33,17,69,1024.3,NA,0,0
9,16.4,2.4,37,20,72,1026.7,NA,1,0
7.4,19.9,0.2,33,11,68,1026.4,NA,0,0
9.1,21.6,0,35,9,60,1020.4,NA,0,0
13.7,20.7,0,39,30,79,1017.5,NA,0,0
12.1,18.2,1.8,41,20,93,1013.2,NA,1,0
12.1,18.4,2.6,26,9,88,1023.9,NA,1,0
8.4,16.8,1.8,28,15,59,1030.8,NA,1,0
5.3,21.1,0,31,15,60,1030.1,NA,0,0
11,27.4,0,35,15,35,1020.6,NA,0,0
6.8,15.7,12.2,31,13,63,1022.4,NA,1,0
5.5,18.2,0,24,11,66,1026.2,NA,0,0
8.6,14.6,2.2,50,19,65,1025.2,NA,1,0
10.1,17.5,0.2,44,24,62,1030.1,NA,0,0
6.1,19.6,0,31,20,63,1027.1,NA,0,0
7.3,21.1,0,30,11,61,1021.3,NA,0,0
11.5,25.7,0,35,11,53,1017.2,NA,0,0
10.2,27.2,0,41,19,37,1012.3,NA,0,0
10.3,16.6,9.8,28,7,84,1019.2,NA,1,0
6.1,18.7,2.4,30,17,65,1025.9,NA,1,0
10.9,19,0.2,28,11,61,1020.9,NA,0,0
8.7,20.9,0,43,20,72,1019.5,NA,0,0
11.3,21.9,0,33,19,64,1020.7,NA,0,0
8.1,16.2,4.4,39,15,60,1024.8,NA,1,0
8.2,17.6,0.6,35,20,62,1030.6,NA,0,0
6.9,20.8,0,43,24,63,1027.2,NA,0,0
8.8,24,0,31,20,58,1022.1,NA,0,0
12.5,30.2,0,37,11,54,1019.7,NA,0,0
16.9,32.8,0,41,11,35,1017.4,NA,0,0
10.7,19.4,2.2,46,15,63,1016.6,NA,1,0
12.5,19.7,0.2,37,15,65,1015.8,NA,0,0
9.1,23.8,0,31,13,63,1013.9,NA,0,0
10.1,16.9,1.2,37,22,75,1018.9,NA,1,0
9.3,18.3,0.6,35,19,64,1021.1,NA,0,0
10,18.9,0.2,39,19,68,1023.4,NA,0,0
12,19.3,0,33,19,82,1025.3,NA,0,0
9.9,20.9,0,33,15,65,1023.2,NA,0,0
9.8,21.2,0,31,15,72,1021.7,NA,0,0
14.5,26.8,0,35,20,65,1021.8,NA,0,0
13,26.6,0,39,20,59,1017.4,NA,0,0
15.9,36.9,0,35,7,56,1012.4,NA,0,0
17.2,18.2,6.4,39,15,93,1009.9,NA,1,0
11.4,20.1,0.8,31,15,71,1019.5,NA,0,0
10.3,22.4,0,31,19,62,1021.3,NA,0,0
13.5,19.3,1.6,43,24,48,1022.3,NA,1,0
11,21.4,0.2,57,30,57,1024.6,NA,0,0
10.9,28.2,0,41,15,47,1022.5,NA,0,0
12.7,29.9,0,37,17,45,1017,NA,0,0
17.1,33.2,0,44,28,27,1008.9,NA,0,0
15,19.7,0,35,13,64,1013.5,NA,0,0
13.4,20.3,4,37,20,84,1005.6,NA,1,0
13,17.9,2.8,31,15,63,1024.8,NA,1,0
11.9,19.5,0,37,15,63,1024.7,NA,0,0
12,20.1,0,24,13,73,1019,NA,0,0
12.9,24.4,0,31,15,67,1011.7,NA,0,0
16.4,20.6,0,35,19,64,1009.4,NA,0,0
14.7,19.9,0,41,20,50,1013.8,NA,0,0
13.4,19.9,0,30,15,61,1018.6,NA,0,0
13.4,21.6,0,31,15,67,1017.2,NA,0,0
14.9,18.2,0,43,20,58,1016,NA,0,0
11.6,19.6,0,39,20,65,1017,NA,0,0
14,22.8,0.4,50,31,84,1017.7,NA,0,0
14.9,20.6,0,41,13,75,1016.2,NA,0,0
17,25.1,1.2,43,19,75,1013.2,NA,1,0
18.4,31.9,0.2,33,17,71,1012.2,NA,0,0
14.9,23.9,2,52,30,69,1020.4,NA,1,0
14,30.3,0,43,19,54,1009.4,NA,0,0
16.2,22.1,0,46,28,67,1012.8,NA,0,0
14.3,24.6,0,41,22,56,1015.5,NA,0,0
13,23.5,0,31,17,64,1014.2,NA,0,0
16.4,22.8,0,35,15,51,1016,NA,0,0
13.9,22.9,0,59,39,55,1017.7,NA,0,0
14.6,25,0,48,30,70,1016.5,NA,0,0
15.9,27.6,0,39,17,65,1011.1,NA,0,0
17.9,29.2,0,31,19,72,1011.9,NA,0,0
14.8,22.5,2.4,44,26,64,1005.5,NA,1,0
11.9,22.6,0,37,17,56,1013.8,NA,0,0
13.8,27,0,44,26,65,1016.4,NA,0,0
15.3,25.7,0,61,30,62,1017.7,NA,0,0
14.8,28.5,0,43,28,56,1015.2,NA,0,0
13.4,31.5,0,43,20,55,1008.3,NA,0,0
18.1,35.1,0,46,28,43,996.3,NA,0,0
15.6,21.8,0.2,46,24,49,1006,NA,0,0
13.9,23.6,0,35,20,56,1015.7,NA,0,0
11.7,24.8,0,44,28,65,1018.1,NA,0,0
12.6,26.6,0,39,20,69,1012.7,NA,0,0
16.8,24.3,0,39,22,64,1014.8,NA,0,0
15.9,24.2,0,33,13,62,1008.7,NA,0,0
16,22,0,39,15,54,1012.8,NA,0,0
10.3,27.2,0,33,17,57,1012.1,NA,0,0
14.6,27.9,0,37,22,69,1007.9,NA,0,0
12.8,24.8,3,33,20,69,1013.1,NA,1,0
16.3,25.4,0,43,26,68,1017,NA,0,0
13.7,22.6,1.8,28,20,86,1016.2,NA,1,0
15.1,22.7,0,30,15,66,1013,NA,0,0
14.2,24.7,0,43,28,65,1013.1,NA,0,0
17.5,18.8,0,44,22,84,1015.3,NA,0,0
14.9,20.1,0,52,33,62,1023.9,NA,0,0
14.7,21.4,0,48,28,66,1025.9,NA,0,0
16.5,21.8,2.6,56,31,72,1022.4,NA,1,0
16.7,23.1,0,50,30,70,1025.2,NA,0,0
16.4,26,0,48,26,59,1022.7,NA,0,0
16.2,27.2,0,39,22,65,1016.1,NA,0,0
15.1,26.2,0,39,15,82,1013.6,NA,0,0
18,25.1,0,57,33,79,1014.7,NA,0,0
17.6,21.5,0,39,17,82,1015.1,NA,0,0
16.2,26.4,0,28,13,87,1010.1,NA,0,0
17.3,22,0,39,19,73,1012.7,NA,0,0
15.8,23.8,0.6,44,24,67,1020.2,NA,0,0
17.1,32.5,0,43,22,69,1017.2,NA,0,0
16.4,33.3,0,41,20,58,1013.3,NA,0,0
16.7,29.2,0,43,24,67,1012,NA,0,0
18.5,30,0,39,22,74,1011.5,NA,0,0
17.6,29.7,0,31,17,71,1008.1,NA,0,0
19.3,25.1,0,43,24,86,1011.3,NA,0,0
18.8,23.1,2.8,50,28,94,1013.2,NA,1,0
17.4,24.3,0,50,24,95,1018.2,NA,0,0
15.6,26.9,0.4,54,17,59,1017.6,NA,0,0
14.7,30.6,0,44,9,61,1014.8,NA,0,0
17.7,34.5,0,46,19,49,1006.7,NA,0,0
15.7,21.5,1.2,30,13,68,1016.7,NA,1,0
11.6,23.3,0.2,30,17,71,1015.8,NA,0,0
10.9,25,0,33,19,69,1017.5,NA,0,0
12.7,28,0,33,17,79,1011.2,NA,0,0
13.3,20.7,1.2,33,13,56,1020,NA,1,0
11.7,23.5,0.2,46,28,57,1024.5,NA,0,0
13.3,27.2,0,35,15,62,1018.5,NA,0,0
15.1,25.4,0,54,35,69,1019.5,NA,0,0
14.7,26,0,48,28,68,1017.9,NA,0,0
17.7,25.8,0,35,20,81,1014.4,NA,0,0
17.8,25.4,0,26,13,81,1012,NA,0,0
16.8,22.7,0.2,37,17,77,1013.1,NA,0,0
16.1,21,0.2,35,24,55,1018,NA,0,0
14.6,27.9,3.8,31,7,74,1013.3,NA,1,0
17.1,25,0,33,19,78,1015.7,NA,0,0
13.9,25.5,0,33,15,74,1022.1,NA,0,0
13.8,27.9,0,28,11,72,1022.4,NA,0,0
14.5,32.5,0,30,9,54,1022.1,NA,0,0
14.7,30.2,0,31,15,46,1019.9,NA,0,0
18.7,24.5,0,33,17,78,1020,NA,0,0
17.8,20.2,0,33,24,73,1023.7,NA,0,0
13.8,25.2,0,44,26,64,1027.4,NA,0,0
13.5,19.2,17.4,20,11,99,1025.8,NA,1,0
10.8,19.8,0.2,24,11,96,1025.5,NA,0,0
12,24.6,0,35,15,73,1022.4,NA,0,0
13.3,17.6,12.8,31,20,82,1023.9,NA,1,0
11.2,19.8,0.6,31,11,71,1024.4,NA,0,0
12.5,18.8,NA,35,20,94,1032.9,NA,NA,0
9.6,18.9,0.6,20,6,69,1032.8,NA,0,0
8.3,18.5,0.6,24,13,75,1031.3,NA,0,0
11.3,20.1,0.2,28,11,66,1030.1,NA,0,0
10.3,21,0.2,26,15,91,1028.2,NA,0,0
10.9,20.1,0,28,9,80,1023.7,NA,0,0
13.1,20.7,0,30,6,73,1014.6,NA,0,0
10.4,19.6,NA,26,15,87,1025.5,NA,NA,0
6.6,18.4,0,22,9,72,1022.2,NA,0,0
9,21.4,0,22,6,70,1018.1,NA,0,0
5.4,15.7,1.2,22,13,88,1022.7,NA,1,0
7.8,17.9,0.8,20,2,91,1020.7,NA,0,0
8.2,16,1,31,17,90,1024.1,NA,0,0
7.7,17,0.6,39,15,79,1029,NA,0,0
7.5,18.5,0,33,13,85,1031.7,NA,0,0
9.8,17.7,0,43,13,86,1029.6,NA,0,0
11.4,16.9,0.2,54,15,72,1024.7,NA,0,0
10.1,17.5,0,35,19,69,1026.5,NA,0,0
9.2,19.1,0,43,9,65,1027.3,NA,0,0
11.9,17.7,13,57,20,61,1020.7,NA,1,0
11.3,17.8,0.8,41,9,84,1024.2,NA,0,0
12.5,18.1,5.2,26,11,91,1027.1,NA,1,0
12.5,19,0,41,20,68,1022,NA,0,0
13.4,20,0.6,48,24,82,1014.6,NA,0,0
11.1,19,1.2,44,15,74,1022.1,NA,1,0
8.6,15.2,10.8,35,9,97,1012.5,NA,1,0
9.1,14.2,6.4,30,13,99,1035.8,NA,1,0
7.6,15.2,0.8,13,6,94,1034.6,NA,0,0
7.2,16.4,0.2,28,13,99,1030.9,NA,0,0
9.2,12.1,0,35,13,78,1026.4,NA,0,0
9.2,15.8,0.8,31,17,85,1021.6,NA,0,0
7.8,18,0.2,26,9,87,1019.4,NA,0,0
7.4,16.2,21.2,26,15,91,1018.3,NA,1,0
6.7,17.3,0.4,24,6,80,1023.5,NA,0,0
3.5,17.1,0,24,9,85,1024.7,NA,0,0
6.1,17,10,22,9,99,1016.6,NA,1,0
9.6,19.4,2.6,26,15,82,1018.2,NA,1,0
12.1,18.6,22.6,37,17,89,1013.9,NA,1,0
NA,17.6,NA,15,11,89,1023.9,NA,NA,0
5.5,18.7,0,22,0,88,1023.5,NA,0,0
8.9,18.8,0.2,35,11,70,1017,NA,0,0
6.9,13.9,26.4,65,19,82,1014.6,NA,1,0
6.8,16.8,0.4,39,19,90,1022.4,NA,0,0
11.5,16.9,0.2,39,15,67,1022.3,NA,0,0
12.3,20.7,0,33,11,62,1019.1,NA,0,0
7.9,14.4,5.6,33,20,94,1028.6,NA,1,0
9.8,19.4,1.4,33,13,91,1023.6,NA,1,0
11.9,20.7,0,28,6,83,1017.3,NA,0,0
12.2,19.1,0,22,11,99,1016.1,NA,0,0
8.1,16.1,4.4,43,20,83,1033.6,NA,1,0
11,14.9,0.2,39,17,68,1036.8,NA,0,0
11.3,16.3,0,30,17,69,1039.1,NA,0,0
9.1,17,0,28,15,70,1040.4,NA,0,0
7.2,17.1,0,24,9,73,1038.9,NA,0,0
7.9,22.3,0,30,7,74,1031.2,NA,0,0
10.7,15.7,4.8,26,13,75,1022.7,NA,1,0
6,17.6,0,43,22,82,1020.5,NA,0,0
12.2,19,1,48,26,78,1016.4,NA,0,0
8,13.7,8.8,37,13,87,1021.9,NA,1,0
6.6,17.8,0.4,28,6,69,1025,NA,0,0
7.5,20.6,0,31,13,71,1021,NA,0,0
7.3,16.7,5.8,43,20,70,1016.4,NA,1,0
10.1,17.9,0.2,35,19,74,1017.4,NA,0,0
8.6,18.4,0.2,33,20,77,1020.5,NA,0,0
13.1,19.1,34.6,33,13,86,1012.1,NA,1,0
12.6,17.6,1,31,13,83,1017,NA,0,0
10.6,20.5,0.2,33,15,74,1018.8,NA,0,0
9,18.9,0,26,11,91,1018.7,NA,0,0
11.7,15.8,22.6,39,20,96,1022.6,NA,1,0
8.6,19.3,0,39,24,65,1020.3,NA,0,0
8.6,20.5,0,31,15,73,1014.9,NA,0,0
11.3,16.7,6.4,59,24,93,1009.4,NA,1,0
11.2,19.2,0,57,30,80,1015.4,NA,0,0
11.2,27.6,1.4,44,15,81,1017.1,NA,1,0
7.8,17.3,5.4,31,13,56,1023.9,NA,1,0
6.4,19.1,0.2,26,13,62,1025.9,NA,0,0
7.6,20.8,0,28,11,69,1020.8,NA,0,0
11.7,16.8,20.2,39,19,74,1022.1,NA,1,0
12.1,17.9,0.2,35,15,88,1016.1,NA,0,0
10.5,16.8,4,35,15,69,1022.4,NA,1,0
9.5,19.6,0.2,43,24,55,1024.4,NA,0,0
8.2,21,0,48,28,67,1024.9,NA,0,0
10.3,23.2,0,43,26,61,1025.4,NA,0,0
12,23.7,0,39,22,69,1023.9,NA,0,0
13.3,27.8,0,37,13,66,1016,NA,0,0
15.6,19.9,12.8,39,22,97,1003.1,NA,1,0
12.6,20.7,0.2,37,17,66,1006.5,NA,0,0
NA,19.1,NA,50,24,54,1015,NA,NA,0
11.7,21.1,0.6,43,20,94,1016.5,NA,0,0
13.4,20.4,1,28,11,66,1020.4,NA,0,0
11,20.3,0,54,30,74,1017.3,NA,0,0
14.6,20.4,6.6,52,30,95,1013.5,NA,1,0
8.5,18.9,0.2,26,13,54,1021.9,NA,0,0
10.8,18.8,5.8,43,20,64,1015.6,NA,1,0
10.1,18.5,0,28,13,55,1024.2,NA,0,0
8.5,20.4,0,31,15,63,1023.8,NA,0,0
11.5,21.7,0,26,11,70,1022.2,NA,0,0
12.2,24.5,0,39,20,70,1020.7,NA,0,0
14.8,33,0,48,13,41,1016.2,NA,0,0
