temp_min,temp_max,rain ,,wind_speed,humidity,pressure,,,CloudBurstTomorrow,,,,
8.9,13.7,0,,13,58,1025.1,,,0,,,,
8.3,12.8,0,,13,80,1019.6,,,0,,,,
8.5,15.9,0,,20,82,1023.2,,,0,,,,
4.1,16.2,0,,15,68,1028.4,,,0,,,,
5.1,15.8,0,,31,71,1025.3,,,0,,,,
6.7,18.3,0,,33,69,1019.5,,,0,,,,
5.6,15.4,0.1,,15,81,1028.9,,,0,,,,
6.9,16.8,0,,4,72,1031.6,,,0,,,,
4,16.1,0,,20,79,1028,,,1,,,,
8.6,15.4,2.4,,26,92,1017.2,,,1,,,,
3.6,13.7,1.6,,30,84,1022.2,,,0,,,,
2.6,13.9,0,,13,86,1026.4,,,0,,,,
5.1,11.8,0,,9,99,1024.5,,,0,,,,
2.6,15.7,0.2,,15,97,1023.4,,,0,,,,
5.3,16.8,0,,31,78,1020.9,,,1,,,,
8.6,18.9,2.6,,41,79,1010.7,,,0,,,,
6,17.3,0,,37,65,1012.2,,,0,,,,
8.5,14.4,0,,43,72,1016.4,,,0,,,,
2.6,13.9,0,,22,86,1030.5,,,0,,,,
2.8,14.1,0,,7,66,1035.3,,,0,,,,
2,15.7,0,,4,61,1034,,,0,,,,
1.6,16.4,0,,4,60,1031.5,,,0,,,,
2,19.7,0,,19,65,1025.9,,,0,,,,
8,21.8,0,,11,69,1021.6,,,0,,,,
9.5,23.8,0,,11,82,1019.6,,,0,,,,
11.5,23.9,0,,13,77,1019.8,,,0,,,,
11.2,26.8,0,,35,79,1016,,,0,,,,
13.4,19.7,0,,48,66,1010.4,,,0,,,,
5.4,15.9,0,,19,75,1017.9,,,0,,,,
8,15.9,0,,44,54,1016.2,,,0,,,,
4.1,17,0,,30,82,1022.8,,,0,,,,
5.7,17.4,0,,41,83,1021.1,,,0,,,,
9.4,15.7,0,,19,52,1025.6,,,0,,,,
4.1,17.9,0,,7,75,1031.3,,,0,,,,
4.3,19.6,0,,15,62,1027.3,,,0,,,,
8.4,21.8,0,,33,53,1021.7,,,0,,,,
10.6,22.7,0,,31,46,1018,,,0,,,,
10.9,13.8,0.6,,28,92,1015.4,,,1,,,,
4.9,14.2,7.6,,31,75,1027.3,,,0,,,,
4.5,15.1,0,,20,88,1030.4,,,0,,,,
4.8,15.5,0,,7,83,1030.2,,,0,,,,
4,16.5,0,,4,66,1028.8,,,0,,,,
5.5,18.9,0,,15,59,1025.2,,,0,,,,
5.2,21.4,0,,26,49,1023.2,,,0,,,,
8.1,24.6,0,,30,39,1020.7,,,0,,,,
13.5,22.4,0,,41,29,1013.1,,,0,,,,
4.1,18.2,0,,28,52,1019.5,,,0,,,,
4.6,17,0,,7,75,1026.2,,,0,,,,
4.7,20.8,0,,15,52,1023,,,0,,,,
3.7,19.7,0,,11,56,1025.9,,,0,,,,
6.5,20.8,0,,9,66,1030,,,0,,,,
6.3,22.8,0,,28,42,1028.4,,,0,,,,
5.9,25.2,0,,31,39,1023.2,,,0,,,,
12.2,26.9,0,,28,35,1021.9,,,0,,,,
14.2,27.5,0,,41,29,1015,,,1,,,,
7.8,15.9,6.2,,33,76,1016.8,,,0,,,,
3.6,17.1,0.4,,17,81,1023.2,,,0,,,,
4.6,18.3,0,,22,58,1018,,,0,,,,
5.6,18.6,0,,6,68,1013.9,,,0,,,,
6,17.8,0,,19,64,1016.3,,,0,,,,
7.5,18.4,0,,9,50,1016.5,,,0,,,,
7.7,17.7,0,,22,59,1018.5,,,0,,,,
4.3,17.9,0,,11,57,1025.7,,,0,,,,
4.9,21.5,0,,28,34,1023.6,,,0,,,,
12.5,23.9,0,,46,28,1017.6,,,0,,,,
15,22.9,0,,44,47,1013.6,,,1,,,,
12.5,22.1,12.8,,26,86,1014.1,,,0,,,,
8,20,0,,19,86,1021,,,0,,,,
11.6,21.4,0,,19,59,1015.7,,,0,,,,
11.2,19.6,0.3,,33,65,1010.6,,,0,,,,
7.1,20.4,0,,24,72,1019.5,,,0,,,,
6.5,18.6,0,,7,67,1028.8,,,0,,,,
7.3,21.5,0,,15,47,1029.2,,,0,,,,
9.9,23.2,0,,17,50,1027.2,,,0,,,,
9.6,26.9,0,,31,46,1021.9,,,0,,,,
16.9,27.3,0.2,,37,54,1014.8,,,1,,,,
10.2,18.2,12,,35,66,1019.1,,,0,,,,
6,19.4,0,,11,62,1024.1,,,0,,,,
10.5,23.4,0,,15,43,1020.8,,,0,,,,
9.2,24.7,0,,37,45,1019.3,,,1,,,,
9.6,15.9,8,,35,95,1016.8,,,1,,,,
5.1,15.9,1.6,,37,70,1018.9,,,0,,,,
3.8,17.5,0,,20,54,1019.3,,,0,,,,
5.4,21.6,0,,22,44,1019.6,,,0,,,,
9.3,16.1,0,,20,74,1013.3,,,1,,,,
6.7,15.5,5.8,,20,61,1019.1,,,0,,,,
4.6,21.6,0.2,,26,55,1014.4,,,1,,,,
10.5,18.7,11,,33,93,1008.4,,,0,,,,
5.9,16.9,0.8,,26,61,1019.4,,,0,,,,
5.9,18.6,0,,9,60,1022.6,,,0,,,,
7.4,23.7,0,,31,50,1014,,,1,,,,
13.4,22.2,2.4,,46,54,1007.3,,,0,,,,
6,18.8,0,,9,49,1017.9,,,0,,,,
6.6,26.5,0,,37,24,1014.8,,,0,,,,
7.1,21.6,0,,9,48,1018.3,,,1,,,,
10.5,31.1,2.2,,57,87,1001.6,,,0,,,,
8,15.5,0.5,,63,55,1001.4,,,0,,,,
6.6,18.8,0,,26,53,1010.5,,,0,,,,
5.4,28.3,0,,35,38,1009.7,,,0,,,,
16,25.7,0,,39,37,997.5,,,0,,,,
9.6,19.9,0,,48,46,1009.2,,,0,,,,
7.3,23.2,0,,37,49,1015.6,,,0,,,,
7.7,28.6,0,,11,40,1021.3,,,0,,,,
15.1,32.1,0,,30,22,1020.1,,,0,,,,
17.4,37.8,0,,39,21,1016.2,,,0,,,,
15.7,35.3,0,,15,48,1018.8,,,0,,,,
20,38.7,0,,48,10,1007.8,,,0,,,,
13.8,20.8,0,,43,56,1018.9,,,0,,,,
6,20.4,0,,22,53,1025.9,,,0,,,,
8.2,21,0,,22,57,1024.6,,,0,,,,
9.4,24.3,0,,9,63,1024.2,,,0,,,,
11.1,27.4,0,,20,32,1021.9,,,0,,,,
12.7,31.3,0,,43,11,1014.6,,,0,,,,
14.2,19.2,0,,43,41,1008.7,,,1,,,,
5.4,21.6,1.5,,19,71,1018.6,,,0,,,,
8.8,22.2,0,,31,75,1018.7,,,0,,,,
8.2,25.7,0,,24,76,1022.4,,,0,,,,
12.6,33.1,0,,50,38,1014.1,,,1,,,,
11.9,17.9,7,,33,92,1015.3,,,0,,,,
6.4,17.9,1,,24,65,1027.5,,,0,,,,
6.8,20.5,0,,11,60,1027.4,,,0,,,,
8.8,27.2,0,,22,39,1021.9,,,0,,,,
13.7,32.8,0,,28,20,1013.6,,,0,,,,
19,27.7,0,,30,33,1013.4,,,0,,,,
10.7,25.8,0,,15,49,1019.6,,,0,,,,
11.9,27.8,0,,19,53,1018.3,,,0,,,,
13.1,34.4,0,,35,28,1013.1,,,0,,,,
,,,,,,,,,,,,,
8,21.4,0,,11,36,1020.2,,,0,,,,
10.6,22.6,0,,22,51,1017.9,,,0,,,,
11,26.3,0,,11,55,1019.9,,,0,,,,
11.9,30.9,0,,20,40,1018.9,,,0,,,,
14.3,35.3,0,,28,9,1016.2,,,0,,,,
12.5,27.3,0,,22,52,1019.5,,,0,,,,
12.4,31.5,0,,17,42,1018.1,,,0,,,,
16,32.8,0,,28,6,1006.3,,,0,,,,
13.3,25.7,0,,26,50,1011.9,,,0,,,,
11.2,29.2,0,,9,47,1012.2,,,0,,,,
16.4,33.7,0.1,,20,57,1008.4,,,0,,,,
18.5,40.1,0,,41,60,1000.3,,,0,,,,
14.3,27.1,0,,41,54,1009.6,,,0,,,,
12,22.9,0,,41,56,1014.7,,,0,,,,
11.2,24.6,0,,24,51,1020,,,0,,,,
10,27.2,0,,11,56,1022.5,,,0,,,,
13.4,33.7,0,,20,36,1020.6,,,0,,,,
17.2,37.7,0,,24,19,1015.4,,,0,,,,
22.1,33.2,0,,20,44,1014.5,,,0,,,,
17.9,35.8,0,,17,52,1015.7,,,0,,,,
21.2,38.7,0,,19,29,1012.8,,,0,,,,
24.1,42.2,0,,26,17,1007.1,,,0,,,,
15.3,27.7,0.4,,28,76,1013.3,,,0,,,,
11.4,26.5,0,,30,65,1019.8,,,0,,,,
12,25.3,0,,17,43,1019.5,,,0,,,,
11.9,28.1,0,,26,44,1019.8,,,0,,,,
13.4,30.1,0,,11,46,1020.9,,,0,,,,
16.8,33.5,0,,19,25,1018.1,,,0,,,,
17.2,36.5,0,,24,14,1013.6,,,0,,,,
18.1,38.3,0,,15,19,1011.2,,,0,,,,
20.4,33.6,0,,13,38,1009.5,,,0,,,,
16.1,35,0,,28,39,1008.3,,,0,,,,
18.4,33.7,0.9,,24,57,1010.8,,,0,,,,
19,37.3,0,,9,39,1011.3,,,0,,,,
24.2,38.7,0,,24,43,1008.4,,,0,,,,
19,29.2,0,,24,60,1012.8,,,1,,,,
16.6,29.9,2.3,,7,70,1015.3,,,0,,,,
19,36,0,,30,60,1013.6,,,1,,,,
15.3,25.2,2.4,,41,58,1011.6,,,0,,,,
12,26.3,0,,17,52,1020.7,,,0,,,,
13.5,31.3,0,,9,36,1021.8,,,0,,,,
16.8,34.8,0,,24,32,1019.9,,,0,,,,
19.9,38.7,0,,22,15,1016.4,,,0,,,,
25.7,41.2,0,,22,30,1009.9,,,0,,,,
21.1,27.4,0,,28,65,1009.9,,,1,,,,
15.6,27.7,3.5,,17,81,1013.6,,,0,,,,
16,32.8,0,,15,55,1010.8,,,0,,,,
15.5,29.3,0,,31,58,1015.2,,,0,,,,
13.1,32.6,0,,9,35,1018.8,,,0,,,,
18.9,33,0,,24,20,1012.1,,,0,,,,
19.3,31.6,1,,30,66,1011.9,,,0,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
18.5,30.1,0,,33,67,1010.8,,,0,,,,
16.5,30.9,0,,31,56,1016.3,,,0,,,,
17.4,32.4,0,,19,50,1015.8,,,0,,,,
19.9,37.6,0,,20,37,1011.6,,,0,,,,
23.8,41.2,0,,15,43,1009.6,,,0,,,,
23.8,40.7,0.2,,17,42,1007.9,,,0,,,,
27,42.3,0,,24,30,1005.9,,,0,,,,
26.2,32.7,0,,22,62,1007.4,,,0,,,,
23.8,33.1,0,,33,71,1010,,,0,,,,
21.7,34.5,0,,22,71,1010.5,,,0,,,,
19.4,33.8,0,,22,65,1012.1,,,0,,,,
21,38,0,,28,42,1007.9,,,1,,,,
23.6,26.4,1.6,,24,93,1001.7,,,1,,,,
14.2,28.3,29.4,,26,69,1014.6,,,0,,,,
15.7,31.5,0,,13,62,1016.7,,,0,,,,
18.5,38,0,,7,38,1012.2,,,0,,,,
22.7,43.5,0,,20,21,1008.5,,,0,,,,
24.1,39.9,0,,13,50,1009.3,,,0,,,,
26.4,41.9,0,,31,60,1006.7,,,1,,,,
22.1,27.6,11,,26,82,1003.8,,,0,,,,
16.6,31.8,0.2,,9,60,1012.3,,,0,,,,
20.3,36.5,0,,15,38,1010.8,,,0,,,,
26.8,38,0,,19,33,1005,,,1,,,,
18.6,29.2,9,,31,82,1014.1,,,0,,,,
19.1,32,0.2,,13,62,1017.9,,,0,,,,
18.1,32.8,0,,17,63,1017.5,,,0,,,,
18.9,35.8,0,,11,54,1014.4,,,0,,,,
21.9,39.3,0,,9,34,1014,,,0,,,,
22.3,41.1,0,,13,37,1014,,,0,,,,
26.2,39.3,0,,15,24,1009,,,0,,,,
22.6,30.8,0,,30,73,1012.2,,,0,,,,
19.8,34.2,0,,26,60,1013.4,,,0,,,,
19.8,26.6,0,,26,61,1016,,,0,,,,
19.4,31.9,0,,9,48,1014.2,,,0,,,,
22.2,39.4,0,,19,33,1009.6,,,0,,,,
26.2,33.1,0,,24,55,1006.9,,,0,,,,
23.4,30,0,,33,70,1009.4,,,0,,,,
19.5,39.3,0,,22,70,1012.2,,,0,,,,
22.3,46.1,0,,24,35,1009,,,0,,,,
29.3,46.8,0,,22,20,1007.9,,,0,,,,
29.5,46.1,0,,17,33,1008.6,,,0,,,,
27.9,46.1,0,,9,46,1007.8,,,0,,,,
20.7,28.7,0,,41,74,1011.8,,,0,,,,
14.6,30.1,0,,24,60,1016.5,,,0,,,,
16.2,33.5,0,,6,58,1017.6,,,0,,,,
19.6,37,0,,20,25,1012.2,,,0,,,,
21.6,36.9,0,,15,53,1011,,,0,,,,
18.1,29.8,0,,31,59,1013,,,0,,,,
15.2,25.7,0,,35,56,1017.2,,,0,,,,
11.9,25.1,0,,22,55,1018.4,,,0,,,,
12.9,26.6,0,,19,60,1017.7,,,0,,,,
15.4,33.1,0,,17,39,1016.7,,,0,,,,
19.3,33.6,0,,24,19,1011.2,,,0,,,,
15.5,29.9,0,,20,61,1019.8,,,0,,,,
16,30.6,0,,20,66,1023.1,,,0,,,,
15.3,30.8,0,,24,60,1021.3,,,0,,,,
15.1,32.8,0,,17,56,1017.5,,,0,,,,
17.8,36.2,0,,9,35,1016,,,0,,,,
22.8,38.5,0,,11,32,1015.2,,,0,,,,
23.6,38.9,0,,11,28,1016.8,,,0,,,,
23,39.1,0,,17,45,1015.7,,,0,,,,
20.8,38,0,,13,63,1016.3,,,0,,,,
23,36.8,0,,28,36,1014.4,,,0,,,,
20.3,33.8,0,,26,56,1014.4,,,0,,,,
16.8,30.9,0,,17,66,1014.8,,,0,,,,
17.4,33.8,0,,17,70,1013.4,,,0,,,,
19.8,36.9,0,,13,45,1011.9,,,0,,,,
21.9,37.4,0,,13,34,1014.2,,,0,,,,
21.2,37.3,0,,17,34,1015.5,,,0,,,,
21.6,39.8,0,,31,21,1010.9,,,0,,,,
16.5,27.7,0,,35,62,1010.4,,,0,,,,
17.8,29.4,0,,20,64,1014.2,,,0,,,,
16.6,32.7,0,,6,63,1015.2,,,0,,,,
18.2,36.8,0,,11,35,1011.3,,,0,,,,
17.8,28.7,0,,33,58,1014.6,,,0,,,,
14.8,32.7,0,,15,51,1018.9,,,0,,,,
17.4,35.8,0,,7,28,1019.7,,,0,,,,
18.6,36.2,0,,9,24,1015.4,,,0,,,,
22.9,38.1,0,,17,31,1010,,,0,,,,
17.7,30.7,0,,20,68,1011.9,,,0,,,,
16.9,30.7,0,,15,75,1014.9,,,0,,,,
18.4,34.4,0,,7,65,1015,,,0,,,,
20.2,35.3,0,,9,54,1012.7,,,0,,,,
22.1,38.1,0,,17,44,1012.2,,,0,,,,
22.6,43,0,,24,38,1011.1,,,0,,,,
22.3,30.2,0,,33,49,1014.7,,,0,,,,
15,28.2,0,,13,58,1016.8,,,0,,,,
14.6,28.7,0,,31,55,1013.6,,,0,,,,
11.2,22.6,0,,26,56,1023.4,,,0,,,,
10.1,23,0,,20,55,1023.9,,,0,,,,
11.3,24.4,0,,26,60,1024.9,,,0,,,,
12.9,23.8,0,,20,47,1028.5,,,0,,,,
11,24.4,0,,19,40,1027.8,,,0,,,,
12.9,28.4,0,,9,33,1024.8,,,0,,,,
15.3,28.9,0,,7,31,1020.7,,,0,,,,
14,29.3,0,,9,28,1020.6,,,0,,,,
14.8,31.9,0,,20,30,1019.5,,,0,,,,
15.9,34.1,0,,26,25,1017.3,,,0,,,,
12.3,21.7,0,,31,61,1021.6,,,0,,,,
8.7,21.7,0,,20,56,1025.4,,,0,,,,
10.4,22.6,0,,20,57,1025.3,,,0,,,,
11.7,25.6,0,,13,51,1023.7,,,0,,,,
11.3,27.9,0,,15,38,1024.1,,,0,,,,
13.7,29.4,0,,11,38,1023.5,,,0,,,,
13.4,29.5,0,,9,40,1020.2,,,0,,,,
13.9,29.5,0,,6,48,1018.5,,,0,,,,
14.3,29.8,0,,11,36,1019,,,0,,,,
19.1,33.1,0,,22,25,1019.8,,,0,,,,
19.8,24,0,,20,56,1020.2,,,1,,,,
19.2,20.4,6.9,,15,90,1021.6,,,1,,,,
17.9,23.3,9.2,,15,99,1021.5,,,0,,,,
17.3,22.2,0.6,,17,83,1021.7,,,0,,,,
16.8,25.6,0,,7,93,1021.5,,,1,,,,
16.4,18.8,1.8,,9,98,1018.1,,,1,,,,
13.5,20.6,22.2,,28,93,1017.6,,,0,,,,
11.4,17.2,0,,33,63,1022.9,,,0,,,,
7.5,16.9,0,,20,72,1029.4,,,0,,,,
12.2,18.5,0,,19,74,1029.5,,,0,,,,
10.9,19.6,0,,6,74,1027.2,,,0,,,,
10.6,21.6,0,,22,79,1022.5,,,0,,,,
11.3,23.1,0,,22,66,1019.8,,,0,,,,
10.8,18,0,,22,75,1024.9,,,0,,,,
8.5,18.6,0,,15,62,1030.3,,,0,,,,
7,18.9,0,,9,60,1029.8,,,0,,,,
6.5,21.3,0,,13,59,1027.2,,,0,,,,
9.5,26.1,0,,19,41,1025.7,,,0,,,,
11,19.7,0,,17,66,1030.4,,,0,,,,
8.4,18,0,,13,50,1030.3,,,0,,,,
5.6,19.3,0,,9,58,1027.8,,,0,,,,
5.9,21.2,0,,6,51,1026.5,,,0,,,,
7.3,20.7,0,,2,55,1026.1,,,0,,,,
9,23.7,0,,15,47,1023,,,0,,,,
10.6,24.4,0,,13,45,1020.5,,,0,,,,
10.8,23.5,0,,13,49,1021.1,,,0,,,,
11.4,25,0,,31,40,1019.7,,,0,,,,
13.9,23.1,0,,37,32,1013.1,,,1,,,,
14,17.2,9.6,,17,93,1012.3,,,0,,,,
11.3,20.7,0.6,,13,91,1015.4,,,0,,,,
7.7,21.1,0,,13,92,1017.8,,,0,,,,
9.3,20.7,0.2,,11,87,1016.9,,,0,,,,
9.2,23.2,0.2,,24,79,1018.2,,,0,,,,
13,24.8,0,,33,55,1018,,,0,,,,
9.3,19.3,0,,28,83,1020.6,,,0,,,,
7.6,20.6,0,,13,78,1024.4,,,0,,,,
9.5,21.6,0,,13,71,1023.9,,,0,,,,
8.4,21.8,0,,13,65,1022.5,,,0,,,,
9.4,23,0,,26,59,1017.1,,,0,,,,
7.7,17.9,0,,24,87,1020.4,,,0,,,,
7.5,18.9,0,,13,77,1025.2,,,0,,,,
10.5,18.1,0,,26,81,1028.7,,,0,,,,
5.7,15.6,0,,13,69,1034.1,,,0,,,,
3.4,16.6,0,,4,55,1035.8,,,0,,,,
2.7,17.8,0,,7,56,1035.5,,,0,,,,
2.3,18.9,0,,0,54,1032.4,,,0,,,,
2.1,18.6,0,,13,52,1030.3,,,0,,,,
2.9,19.3,0,,19,48,1029.4,,,0,,,,
6.9,19.3,0,,17,76,1031.7,,,0,,,,
4,17.2,0,,20,75,1031.4,,,0,,,,
3.6,18,0,,24,68,1031.6,,,0,,,,
7.2,16.4,0,,11,99,1034.9,,,0,,,,
4.8,16.1,0,,9,71,1033.6,,,0,,,,
4.6,18,0,,17,82,1031,,,0,,,,
4.1,17.7,0,,13,76,1031.3,,,0,,,,
5,18.6,0,,11,78,1030.6,,,0,,,,
4.9,19.6,0,,13,62,1029.1,,,0,,,,
7.6,19.2,0,,7,57,1027.4,,,0,,,,
11.6,18.9,0.2,,13,51,1024.6,,,0,,,,
9,19.4,0,,17,70,1026.8,,,0,,,,
8.3,19,0,,19,99,1031.8,,,0,,,,
5.5,19.5,0,,6,77,1031.4,,,0,,,,
5.6,19.7,0,,7,61,1028.1,,,0,,,,
5.8,19.9,0,,9,52,1027.9,,,0,,,,
7.8,19,0,,17,48,1025.8,,,0,,,,
8,22.5,0,,15,57,1021,,,0,,,,
11.5,20.9,0,,20,61,1019.5,,,0,,,,
,,,,,,,,,,,,,
13.3,18.5,0,,17,82,1017.9,,,0,,,,
14.7,21,0,,17,64,1012.8,,,0,,,,
16.5,24,0.2,,24,36,999.8,,,1,,,,
14.1,20.6,7.8,,41,69,1006.7,,,0,,,,
13,17.8,0,,19,73,1015.3,,,0,,,,
14.8,18.5,0,,20,46,1020.1,,,0,,,,
14,20,0,,31,62,1013.4,,,0,,,,
16.3,19.6,0,,31,68,1008.2,,,0,,,,
10.8,19.4,0,,13,71,1010.5,,,1,,,,
13.6,19.2,14.4,,20,84,1013.1,,,0,,,,
14.6,19.7,0.2,,20,71,1016.3,,,0,,,,
14.6,21,0.2,,30,72,1018.1,,,0,,,,
16.5,21.3,0.2,,31,90,1020,,,0,,,,
14.6,22.5,0,,22,72,1018.9,,,0,,,,
17.5,20.6,0,,19,81,1012.4,,,0,,,,
14,18.8,0.8,,19,87,1017.6,,,0,,,,
14.5,19,0.2,,28,69,1018.3,,,0,,,,
12,21,0,,33,85,1019.1,,,0,,,,
15.8,22,0,,19,76,1010.6,,,0,,,,
18.9,27.7,0.2,,19,71,998.9,,,0,,,,
15.5,18.5,0.6,,30,87,1011.9,,,1,,,,
,,,,,,,,,,,,,
12,21.2,0,,43,67,1012.5,,,0,,,,
14,19.6,0,,22,57,1016.5,,,0,,,,
12.2,21.1,0,,30,66,1014.7,,,0,,,,
13.4,21,0.8,,30,58,1015.7,,,0,,,,
17.5,24.6,0,,43,77,1013.2,,,1,,,,
,,,,,,,,,,,,,
12,21.5,0,,19,77,1018.4,,,0,,,,
16.5,21,0,,20,76,1018.1,,,0,,,,
16.9,20.5,0,,22,73,1015.2,,,0,,,,
16.4,21.4,0,,31,64,1017.9,,,0,,,,
,,,,,,,,,,,,,
17.8,21.5,0.4,,19,72,1017.1,,,0,,,,
15,24,0,,17,77,1020.2,,,0,,,,
15,23.5,0,,20,84,1018.2,,,0,,,,
18.9,23,0,,24,75,1018.5,,,0,,,,
16.5,23,0,,26,56,1021,,,0,,,,
17.7,22.2,0,,30,73,1020.5,,,0,,,,
17.9,23.5,0,,26,74,1020.1,,,0,,,,
15,23.5,0,,19,72,1015.8,,,0,,,,
15.5,28.3,0,,26,73,1012.4,,,0,,,,
16.1,25.7,0,,30,79,1005.5,,,1,,,,
13.5,20.5,1.2,,22,72,1016.4,,,0,,,,
14.4,22.5,0.8,,19,68,1019.7,,,0,,,,
17,24.5,0,,30,63,1022.5,,,0,,,,
18.5,31.7,0,,26,63,1015.5,,,0,,,,
19.1,22,0,,19,74,1018.2,,,0,,,,
18.3,19.6,0,,22,70,1020.4,,,0,,,,
16.8,20.3,0.2,,13,57,1021,,,0,,,,
14.8,22,0,,31,68,1018.8,,,0,,,,
16,24.5,0,,39,64,1012.9,,,1,,,,
17.6,22.7,1.2,,37,74,1011.5,,,1,,,,
17.8,20.7,2.8,,30,91,1010.9,,,0,,,,
15.5,23.1,0,,19,68,1015.4,,,1,,,,
17.3,23,1.4,,24,89,1017.2,,,0,,,,
18.5,23,0,,30,78,1007.8,,,0,,,,
16.9,21,0.8,,20,73,1012.9,,,0,,,,
18,20.5,0,,19,82,1008.6,,,1,,,,
16,21.5,5.6,,11,70,1010.4,,,0,,,,
16.5,22.5,0,,26,85,1014.2,,,0,,,,
17.5,24.7,1,,39,70,1013.9,,,0,,,,
20.2,26,0,,24,84,1014.9,,,0,,,,
21,25,0,,43,84,1013.1,,,0,,,,
20.2,23,0,,19,93,1011.2,,,0,,,,
17,21.5,0.4,,24,77,1015.1,,,0,,,,
14,22.5,0,,19,71,1014.7,,,0,,,,
,,,,,,,,,,,,,
14,18.8,2.4,,26,61,1014.1,,,0,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
17,24.5,0,,31,56,1023.7,,,0,,,,
17,28.8,0,,28,60,1016.8,,,0,,,,
19,34.5,0,,19,28,1008.4,,,0,,,,
17,19.8,0.2,,31,80,1019.4,,,1,,,,
,,,,,,,,,,,,,
19,31,1.8,,20,70,1009.5,,,0,,,,
16.1,22.4,0,,30,84,1010.5,,,0,,,,
18.2,21.1,0,,19,71,1015.9,,,0,,,,
17.8,21.4,0,,19,58,1017.8,,,0,,,,
17.4,21,0,,24,60,1018.8,,,0,,,,
17,22,0,,28,64,1021.6,,,0,,,,
16.6,27.5,0,,26,71,1015.4,,,0,,,,
18.5,20.4,0,,17,83,1014.6,,,0,,,,
15.2,22,0,,33,57,1018.6,,,0,,,,
17.8,25.8,0,,31,78,1003.9,,,0,,,,
14.5,22,0,,6,66,1005.4,,,0,,,,
12,18.7,0,,13,78,1013.7,,,1,,,,
13.5,21.1,1.4,,19,84,1019.2,,,1,,,,
14.6,22,6.4,,19,67,1017.8,,,1,,,,
18.5,24.5,5.4,,11,87,1009.4,,,1,,,,
17,18.2,16.4,,41,81,1006.5,,,0,,,,
13.3,17.8,0.4,,17,53,1025,,,0,,,,
14.3,20.2,0,,31,61,1031.8,,,0,,,,
15.1,23.6,0,,26,70,1027.7,,,0,,,,
14.7,21.4,0,,26,91,1024,,,0,,,,
16,20.5,0,,20,61,1025.6,,,0,,,,
12.5,25.5,0,,26,70,1020.5,,,0,,,,
16.2,24,0,,15,73,1017.6,,,0,,,,
16.8,26,0,,31,85,1016.3,,,0,,,,
16.2,22.4,0,,24,84,1012.1,,,0,,,,
16.5,19.8,0,,11,57,1017.1,,,0,,,,
13.4,19,0.4,,26,66,1020.6,,,0,,,,
14,20,0,,22,56,1025.5,,,0,,,,
15.5,23.6,0,,41,71,1020.5,,,0,,,,
17,36.4,0,,20,58,1012.1,,,0,,,,
16.9,27.6,0,,15,71,1009.6,,,1,,,,
15,18.5,1.8,,20,61,1014.9,,,0,,,,
14.7,23.5,0.8,,15,70,1015.9,,,0,,,,
14.5,21.6,0,,31,62,1006,,,1,,,,
12.6,19.5,4.6,,7,83,1016.6,,,0,,,,
9.1,21.2,0.2,,24,87,1015.7,,,0,,,,
12.3,20.3,0,,26,89,1012.2,,,0,,,,
14.2,23.7,0.6,,19,81,1015.1,,,0,,,,
15,20,0.6,,15,90,1020.2,,,0,,,,
11.8,22.8,0,,26,83,1025.9,,,0,,,,
14.2,25.6,0,,24,97,1018.8,,,0,,,,
15.7,20.5,0,,28,79,1020,,,0,,,,
16,19,0.4,,24,61,1026.6,,,0,,,,
15.7,18.3,0.2,,19,77,1019.9,,,1,,,,
14.8,18.4,17.6,,19,93,1018.4,,,1,,,,
13.2,16.9,7.2,,13,53,1024.1,,,0,,,,
9.2,19.1,0,,24,57,1025.2,,,0,,,,
14,18.6,0.2,,19,69,1032.2,,,0,,,,
12.8,19.4,0,,19,70,1033,,,0,,,,
15.2,18.6,0,,22,66,1033.2,,,0,,,,
14.3,22,0,,22,69,1030.1,,,0,,,,
14,22.2,0,,26,67,1026.3,,,0,,,,
13.7,29,0,,7,82,1020.5,,,0,,,,
17,19.8,0,,17,76,1021,,,0,,,,
16.2,21.4,0.2,,28,67,1020.9,,,0,,,,
16.4,21.4,0,,28,85,1018.3,,,0,,,,
18.9,20.6,0.2,,26,80,1023.6,,,0,,,,
17.5,23,0,,24,71,1020.2,,,0,,,,
17,19,0,,20,75,1019.3,,,0,,,,
14.3,18,0,,13,63,1022.3,,,0,,,,
13,19.5,0,,13,70,1018.8,,,0,,,,
11.5,21.7,0,,22,86,1017.8,,,0,,,,
16.1,26,0,,22,78,1017.5,,,0,,,,
16.5,24,1,,22,68,1017.4,,,0,,,,
13.4,21.5,0,,13,94,1015.8,,,0,,,,
16.1,27,0,,19,81,1011.6,,,1,,,,
13.4,17.4,4.2,,44,76,1011.4,,,1,,,,
12.6,17.6,2.2,,24,79,1021.7,,,1,,,,
14,19.3,2.8,,30,81,1021.4,,,1,,,,
14.5,19,4.8,,26,79,1022.1,,,1,,,,
13.6,18.4,1.4,,24,94,1023.5,,,0,,,,
12.4,19.5,0,,9,86,1022.9,,,0,,,,
11.8,20.2,0.4,,13,83,1026.2,,,0,,,,
